caller_id,callee_id,source_ip,destination_ip,call_start_time,call_duration_seconds,call_type,call_status,protocol,call_quality,is_blacklisted,number_of_previous_calls,caller_location,callee_location
+86-13987654321,+61-412345678,203.0.113.83,198.51.100.236,2025-08-20 10:09:30,485,outbound,completed,SIP,3.9,False,2,China,Australia
+1-5551112222,+61-412345678,203.0.113.134,198.51.100.190,2025-08-20 10:11:00,40,outbound,completed,SIP,3.3,False,1,USA,Australia
+1-5553334444,+86-13987654321,203.0.113.21,198.51.100.234,2025-08-20 10:13:42,335,outbound,completed,SIP,4.2,True,3,USA,China
+86-13987654321,+61-423456789,203.0.113.34,198.51.100.104,2025-08-20 10:14:18,191,inbound,completed,SIP,3.4,False,4,China,Australia
+61-423456789,+86-13987654321,203.0.113.236,198.51.100.24,2025-08-20 10:15:11,119,outbound,completed,IAX2,3.2,False,3,Australia,China
+1-5551112222,+86-13987654321,203.0.113.60,198.51.100.196,2025-08-20 10:16:29,239,outbound,dropped,SIP,1.8,False,2,USA,China
+91-9123456789,+91-7744112233,203.0.113.139,198.51.100.140,2025-08-20 10:18:44,41,outbound,completed,IAX2,4.0,False,2,India,India
+86-13987654321,+1-5553334444,203.0.113.194,198.51.100.79,2025-08-20 10:20:15,20,inbound,completed,IAX2,4.4,False,7,China,USA
+1-5551234567,+61-423456789,203.0.113.23,198.51.100.250,2025-08-20 10:22:42,352,outbound,dropped,SIP,1.5,True,1,USA,Australia
+91-8123456789,+91-9988776655,203.0.113.175,198.51.100.253,2025-08-20 10:24:57,119,inbound,completed,H.323,3.4,False,1,India,India
+61-412345678,+44-7654321098,203.0.113.123,198.51.100.80,2025-08-20 10:27:07,415,outbound,dropped,H.323,2.2,False,3,Australia,UK
+44-7896541230,+86-13987654321,203.0.113.55,198.51.100.218,2025-08-20 10:28:06,540,outbound,completed,SIP,3.4,False,2,UK,China
+91-7744112233,+91-9988776655,203.0.113.152,198.51.100.152,2025-08-20 10:29:29,176,outbound,completed,SIP,4.8,False,3,India,India
+91-8899552211,+44-7654321098,203.0.113.164,198.51.100.175,2025-08-20 10:31:30,293,inbound,completed,SIP,3.9,False,1,India,UK
+86-13987654321,+91-8123456789,203.0.113.166,198.51.100.245,2025-08-20 10:32:53,380,outbound,completed,SIP,3.0,False,9,China,India
+86-13987654321,+44-7896541230,203.0.113.34,198.51.100.103,2025-08-20 10:34:01,107,inbound,completed,SIP,4.8,False,10,China,UK
+91-8899552211,+86-13812345678,203.0.113.167,198.51.100.74,2025-08-20 10:35:38,598,outbound,completed,SIP,3.8,False,2,India,China
+91-9012345678,+44-7654321098,203.0.113.170,198.51.100.109,2025-08-20 10:37:42,503,inbound,completed,SIP,4.6,False,1,India,UK
+44-7987654321,+44-7654321098,203.0.113.136,198.51.100.235,2025-08-20 10:40:33,260,inbound,completed,IAX2,4.9,False,1,UK,UK
+1-5551234567,+1-5556667777,203.0.113.205,198.51.100.135,2025-08-20 10:41:11,418,outbound,failed,SIP,1.2,True,2,USA,USA
+61-412345678,+61-423456789,203.0.113.33,198.51.100.77,2025-08-20 10:43:21,451,outbound,dropped,SIP,1.3,False,4,Australia,Australia
+1-5551234567,+86-13987654321,203.0.113.52,198.51.100.67,2025-08-20 10:46:16,143,inbound,completed,IAX2,4.3,True,3,USA,China
+86-13812345678,+61-412345678,203.0.113.37,198.51.100.199,2025-08-20 10:47:37,295,inbound,completed,SIP,4.1,False,3,China,Australia
+86-13987654321,+61-412345678,203.0.113.61,198.51.100.201,2025-08-20 10:49:29,538,outbound,completed,SIP,5.0,False,12,China,Australia
+91-8123456789,+61-412345678,203.0.113.118,198.51.100.79,2025-08-20 10:51:02,349,outbound,failed,SIP,1.1,False,3,India,Australia
+91-9876543210,+44-7987654321,203.0.113.22,198.51.100.61,2025-08-20 10:53:02,108,outbound,dropped,H.323,1.4,True,1,India,UK
+1-5551234567,+61-423456789,203.0.113.1,198.51.100.66,2025-08-20 10:54:46,41,outbound,dropped,IAX2,2.0,True,4,USA,Australia
+1-5551234567,+61-412345678,203.0.113.104,198.51.100.42,2025-08-20 10:56:55,310,inbound,dropped,SIP,1.1,True,5,USA,Australia
+91-9012345678,+86-13987654321,203.0.113.21,198.51.100.145,2025-08-20 10:58:29,261,outbound,completed,IAX2,4.4,False,2,India,China
+61-412345678,+44-7896541230,203.0.113.105,198.51.100.117,2025-08-20 11:00:06,223,inbound,completed,IAX2,4.1,False,9,Australia,UK
+91-9765432109,+1-5551234567,203.0.113.140,198.51.100.207,2025-08-20 11:02:36,539,inbound,completed,SIP,3.2,False,2,India,USA
+1-5551112222,+61-412345678,203.0.113.122,198.51.100.243,2025-08-20 11:03:38,318,inbound,failed,SIP,2.0,False,3,USA,Australia
+86-13987654321,+44-7896541230,203.0.113.236,198.51.100.69,2025-08-20 11:06:21,460,inbound,completed,SIP,4.4,False,14,China,UK
+86-13987654321,+91-9988776655,203.0.113.114,198.51.100.143,2025-08-20 11:09:19,391,inbound,failed,SIP,2.5,False,15,China,India
+61-412345678,+91-7744112233,203.0.113.146,198.51.100.22,2025-08-20 11:11:31,158,inbound,completed,SIP,4.1,False,11,Australia,India
+44-7654321098,+91-7744112233,203.0.113.196,198.51.100.25,2025-08-20 11:12:43,231,inbound,completed,SIP,3.7,False,5,UK,India
+1-5551234567,+1-5556667777,203.0.113.68,198.51.100.11,2025-08-20 11:14:34,70,inbound,dropped,SIP,1.0,True,7,USA,USA
+1-5553334444,+86-13987654321,203.0.113.133,198.51.100.48,2025-08-20 11:16:37,432,outbound,dropped,SIP,1.9,True,5,USA,China
+1-5551112222,+61-423456789,203.0.113.121,198.51.100.123,2025-08-20 11:17:09,94,outbound,failed,SIP,2.0,False,4,USA,Australia
+1-5551112222,+61-412345678,203.0.113.161,198.51.100.167,2025-08-20 11:18:01,23,inbound,completed,SIP,4.2,False,5,USA,Australia
+91-9876543210,+44-7654321098,203.0.113.71,198.51.100.128,2025-08-20 11:19:05,424,outbound,failed,SIP,2.3,True,2,India,UK
+44-7987654321,+61-412345678,203.0.113.176,198.51.100.167,2025-08-20 11:20:13,480,outbound,completed,SIP,3.5,False,3,UK,Australia
+86-13987654321,+1-5556667777,203.0.113.251,198.51.100.178,2025-08-20 11:22:35,188,inbound,completed,IAX2,3.0,False,17,China,USA
+91-9765432109,+44-7987654321,203.0.113.124,198.51.100.32,2025-08-20 11:24:04,341,outbound,failed,SIP,1.8,False,3,India,UK
+61-423456789,+91-9765432109,203.0.113.131,198.51.100.231,2025-08-20 11:26:45,541,outbound,completed,IAX2,4.3,False,8,Australia,India
+1-5551234567,+44-7654321098,203.0.113.207,198.51.100.31,2025-08-20 11:27:48,565,outbound,failed,SIP,1.2,True,8,USA,UK
+44-7987654321,+61-423456789,203.0.113.239,198.51.100.184,2025-08-20 11:28:50,456,outbound,failed,SIP,2.1,False,5,UK,Australia
+91-9876543210,+86-13812345678,203.0.113.150,198.51.100.215,2025-08-20 11:31:00,90,outbound,failed,SIP,2.5,True,3,India,China
+86-13987654321,+61-423456789,203.0.113.172,198.51.100.27,2025-08-20 11:32:19,444,inbound,dropped,SIP,2.3,False,18,China,Australia
+86-13812345678,+44-7654321098,203.0.113.23,198.51.100.72,2025-08-20 11:34:47,57,outbound,completed,H.323,3.4,False,5,China,UK
+86-13812345678,+1-5554445555,203.0.113.217,198.51.100.186,2025-08-20 11:37:24,155,inbound,completed,SIP,3.0,False,6,China,USA
+1-5559876543,+61-423456789,203.0.113.142,198.51.100.58,2025-08-20 11:39:56,124,outbound,completed,SIP,4.3,False,1,USA,Australia
+44-7654321098,+86-13812345678,203.0.113.169,198.51.100.237,2025-08-20 11:42:16,233,inbound,completed,SIP,3.6,False,9,UK,China
+1-5559876543,+61-412345678,203.0.113.150,198.51.100.74,2025-08-20 11:43:11,106,outbound,failed,SIP,2.5,False,2,USA,Australia
+86-13812345678,+44-7712345678,203.0.113.14,198.51.100.103,2025-08-20 11:45:27,433,outbound,completed,SIP,4.9,False,8,China,UK
+91-8899552211,+61-423456789,203.0.113.243,198.51.100.53,2025-08-20 11:47:07,40,inbound,completed,SIP,4.9,False,3,India,Australia
+44-7896541230,+1-5553334444,203.0.113.207,198.51.100.32,2025-08-20 11:49:48,303,inbound,completed,SIP,4.6,False,6,UK,USA
+44-7712345678,+61-423456789,203.0.113.11,198.51.100.253,2025-08-20 11:51:14,95,outbound,completed,IAX2,4.0,False,2,UK,Australia
+86-13812345678,+1-5554445555,203.0.113.132,198.51.100.3,2025-08-20 11:52:44,405,outbound,completed,IAX2,3.4,False,9,China,USA
+1-5554445555,+44-7654321098,203.0.113.195,198.51.100.2,2025-08-20 11:54:06,452,outbound,completed,SIP,3.2,False,3,USA,UK
+91-9765432109,+91-9876543210,203.0.113.41,198.51.100.233,2025-08-20 11:55:11,61,inbound,completed,IAX2,4.8,False,5,India,India
+44-7896541230,+91-7744112233,203.0.113.213,198.51.100.32,2025-08-20 11:58:03,539,outbound,completed,IAX2,3.9,False,7,UK,India
+1-5553334444,+86-13987654321,203.0.113.35,198.51.100.91,2025-08-20 11:59:33,561,outbound,completed,H.323,4.9,True,7,USA,China
+1-5553334444,+44-7712345678,203.0.113.103,198.51.100.251,2025-08-20 12:01:24,340,inbound,completed,SIP,3.3,True,8,USA,UK
+91-9876543210,+44-7987654321,203.0.113.76,198.51.100.247,2025-08-20 12:02:38,425,inbound,completed,SIP,4.0,True,5,India,UK
+1-5553334444,+61-423456789,203.0.113.215,198.51.100.61,2025-08-20 12:04:13,600,inbound,completed,SIP,4.7,True,9,USA,Australia
+1-5551234567,+86-13812345678,203.0.113.220,198.51.100.157,2025-08-20 12:05:17,365,outbound,failed,SIP,2.2,True,9,USA,China
+1-5551234567,+86-13812345678,203.0.113.141,198.51.100.61,2025-08-20 12:06:16,47,inbound,failed,SIP,2.3,True,10,USA,China
+1-5551234567,+44-7896541230,203.0.113.144,198.51.100.57,2025-08-20 12:08:34,155,outbound,failed,SIP,1.9,True,11,USA,UK
+61-412345678,+86-13812345678,203.0.113.181,198.51.100.133,2025-08-20 12:11:18,313,inbound,completed,SIP,3.7,False,15,Australia,China
+91-7744112233,+61-412345678,203.0.113.189,198.51.100.216,2025-08-20 12:13:09,42,inbound,completed,SIP,4.3,False,7,India,Australia
+44-7896541230,+86-13987654321,203.0.113.128,198.51.100.14,2025-08-20 12:14:31,95,inbound,completed,SIP,4.4,False,9,UK,China
+1-5553334444,+61-412345678,203.0.113.203,198.51.100.210,2025-08-20 12:16:34,245,inbound,completed,SIP,4.2,True,10,USA,Australia
+86-13812345678,+61-423456789,203.0.113.132,198.51.100.249,2025-08-20 12:19:29,103,inbound,completed,SIP,4.7,False,13,China,Australia
+86-13987654321,+44-7896541230,203.0.113.140,198.51.100.118,2025-08-20 12:21:08,104,outbound,completed,SIP,4.9,False,21,China,UK
+61-423456789,+1-5553334444,203.0.113.54,198.51.100.197,2025-08-20 12:23:22,109,outbound,dropped,SIP,2.4,False,16,Australia,USA
+91-9123456789,+1-5551112222,203.0.113.116,198.51.100.158,2025-08-20 12:25:01,362,outbound,failed,IAX2,2.4,False,3,India,USA
+44-7654321098,+61-412345678,203.0.113.174,198.51.100.142,2025-08-20 12:27:34,491,inbound,completed,SIP,4.1,False,11,UK,Australia
+86-13987654321,+1-5551112222,203.0.113.24,198.51.100.171,2025-08-20 12:29:14,357,inbound,completed,SIP,4.8,False,22,China,USA
+91-9988776655,+61-412345678,203.0.113.182,198.51.100.41,2025-08-20 12:31:29,585,inbound,dropped,SIP,1.1,False,4,India,Australia
+91-9123456789,+91-9988776655,203.0.113.49,198.51.100.164,2025-08-20 12:33:59,85,outbound,completed,SIP,4.9,False,4,India,India
+44-7712345678,+61-423456789,203.0.113.21,198.51.100.4,2025-08-20 12:36:19,198,outbound,completed,IAX2,4.7,False,4,UK,Australia
+1-5553334444,+91-9765432109,203.0.113.223,198.51.100.55,2025-08-20 12:39:10,102,inbound,dropped,SIP,1.1,True,12,USA,India
+1-5551234567,+91-9123456789,203.0.113.4,198.51.100.145,2025-08-20 12:40:37,561,outbound,failed,SIP,1.9,True,12,USA,India
+61-412345678,+86-13987654321,203.0.113.114,198.51.100.46,2025-08-20 12:41:13,362,inbound,completed,SIP,4.7,False,20,Australia,China
+1-5556667777,+61-412345678,203.0.113.217,198.51.100.15,2025-08-20 12:43:41,82,outbound,completed,SIP,3.0,False,5,USA,Australia
+91-9876543210,+86-13812345678,203.0.113.21,198.51.100.212,2025-08-20 12:44:40,549,outbound,dropped,H.323,1.7,True,6,India,China
+44-7654321098,+1-5559876543,203.0.113.181,198.51.100.8,2025-08-20 12:46:53,35,outbound,completed,SIP,3.1,False,12,UK,USA
+91-8899552211,+86-13812345678,203.0.113.78,198.51.100.234,2025-08-20 12:48:19,77,inbound,completed,SIP,3.2,False,4,India,China
+1-5553334444,+86-13987654321,203.0.113.54,198.51.100.163,2025-08-20 12:49:40,128,inbound,failed,SIP,2.2,True,13,USA,China
+86-13987654321,+86-13812345678,203.0.113.172,198.51.100.7,2025-08-20 12:51:19,124,inbound,dropped,SIP,1.2,False,25,China,China
+1-5556667777,+86-13987654321,203.0.113.77,198.51.100.38,2025-08-20 12:52:20,45,inbound,completed,H.323,4.0,False,6,USA,China
+61-423456789,+1-5553334444,203.0.113.61,198.51.100.100,2025-08-20 12:54:19,50,outbound,completed,SIP,3.4,False,18,Australia,USA
+1-5551234567,+86-13987654321,203.0.113.12,198.51.100.41,2025-08-20 12:54:49,188,outbound,dropped,SIP,2.1,True,13,USA,China
+44-7987654321,+61-423456789,203.0.113.188,198.51.100.20,2025-08-20 12:55:30,392,outbound,completed,SIP,4.2,False,7,UK,Australia
+86-13987654321,+91-9765432109,203.0.113.4,198.51.100.242,2025-08-20 12:56:04,116,inbound,completed,SIP,4.9,False,28,China,India
+1-5553334444,+86-13987654321,203.0.113.249,198.51.100.35,2025-08-20 12:57:02,218,outbound,failed,SIP,1.6,True,15,USA,China
+91-9988776655,+44-7987654321,203.0.113.136,198.51.100.218,2025-08-20 12:57:55,410,inbound,completed,SIP,5.0,False,6,India,UK
+61-412345678,+1-5559876543,203.0.113.17,198.51.100.227,2025-08-20 12:59:24,411,outbound,completed,SIP,4.7,False,22,Australia,USA
+86-13812345678,+1-5551112222,203.0.113.18,198.51.100.152,2025-08-20 13:00:13,48,outbound,dropped,IAX2,2.0,False,17,China,USA
+86-13812345678,+91-8123456789,203.0.113.196,198.51.100.4,2025-08-20 13:02:26,405,outbound,completed,SIP,3.4,False,18,China,India
+1-5554445555,+91-8899552211,203.0.113.224,198.51.100.175,2025-08-20 13:04:40,467,inbound,completed,SIP,4.9,False,4,USA,India
+91-9123456789,+1-5559876543,203.0.113.155,198.51.100.196,2025-08-20 13:06:33,430,outbound,completed,SIP,4.0,False,6,India,USA
+1-5551234567,+86-13812345678,203.0.113.132,198.51.100.246,2025-08-20 13:09:25,379,outbound,failed,H.323,2.3,True,14,USA,China
+91-9988776655,+44-7987654321,203.0.113.59,198.51.100.49,2025-08-20 13:12:25,453,outbound,completed,SIP,4.5,False,7,India,UK
+91-9876543210,+61-412345678,203.0.113.49,198.51.100.84,2025-08-20 13:14:24,118,outbound,completed,SIP,4.1,True,7,India,Australia
+86-13987654321,+1-5553334444,203.0.113.185,198.51.100.128,2025-08-20 13:16:12,321,inbound,completed,SIP,3.2,False,30,China,USA
+91-9765432109,+1-5551112222,203.0.113.229,198.51.100.216,2025-08-20 13:18:40,158,outbound,completed,SIP,3.3,False,8,India,USA
+91-9876543210,+86-13812345678,203.0.113.52,198.51.100.237,2025-08-20 13:20:52,235,inbound,failed,SIP,2.4,True,8,India,China
+86-13987654321,+1-5554445555,203.0.113.116,198.51.100.250,2025-08-20 13:21:46,492,inbound,completed,SIP,4.5,False,31,China,USA
+86-13812345678,+61-412345678,203.0.113.109,198.51.100.254,2025-08-20 13:22:41,98,outbound,completed,SIP,3.2,False,21,China,Australia
+86-13812345678,+91-9876543210,203.0.113.212,198.51.100.86,2025-08-20 13:24:18,484,inbound,completed,H.323,3.1,False,22,China,India
+91-9876543210,+44-7896541230,203.0.113.193,198.51.100.148,2025-08-20 13:27:10,600,outbound,completed,SIP,4.4,True,10,India,UK
+44-7896541230,+1-5559876543,203.0.113.28,198.51.100.187,2025-08-20 13:29:26,564,inbound,completed,SIP,4.5,False,12,UK,USA
+1-5551234567,+1-5553334444,203.0.113.30,198.51.100.94,2025-08-20 13:31:48,70,outbound,dropped,SIP,2.1,True,15,USA,USA
+61-423456789,+44-7654321098,203.0.113.215,198.51.100.152,2025-08-20 13:34:05,402,outbound,completed,SIP,3.6,False,20,Australia,UK
+1-5551112222,+86-13812345678,203.0.113.126,198.51.100.174,2025-08-20 13:34:36,573,outbound,failed,SIP,1.0,False,10,USA,China
+61-412345678,+86-13812345678,203.0.113.87,198.51.100.44,2025-08-20 13:35:25,329,inbound,completed,SIP,4.2,False,25,Australia,China
+44-7896541230,+44-7712345678,203.0.113.137,198.51.100.139,2025-08-20 13:37:18,366,outbound,completed,SIP,3.1,False,13,UK,UK
+91-9876543210,+91-9988776655,203.0.113.136,198.51.100.249,2025-08-20 13:37:54,74,inbound,failed,IAX2,1.5,True,11,India,India
+1-5551234567,+86-13812345678,203.0.113.207,198.51.100.30,2025-08-20 13:38:52,80,inbound,failed,SIP,1.2,True,16,USA,China
+44-7654321098,+44-7712345678,203.0.113.143,198.51.100.22,2025-08-20 13:41:35,357,inbound,completed,IAX2,3.2,False,14,UK,UK
+61-412345678,+61-423456789,203.0.113.119,198.51.100.148,2025-08-20 13:43:43,516,inbound,completed,SIP,4.5,False,26,Australia,Australia
+61-412345678,+86-13812345678,203.0.113.32,198.51.100.216,2025-08-20 13:46:18,448,inbound,completed,SIP,4.8,False,27,Australia,China
+44-7712345678,+61-423456789,203.0.113.224,198.51.100.197,2025-08-20 13:49:08,17,outbound,failed,SIP,1.4,False,7,UK,Australia
+1-5553334444,+86-13987654321,203.0.113.119,198.51.100.85,2025-08-20 13:51:13,589,inbound,completed,IAX2,4.3,True,18,USA,China
+86-13812345678,+91-9876543210,203.0.113.31,198.51.100.41,2025-08-20 13:51:52,485,inbound,completed,SIP,3.7,False,27,China,India
+86-13812345678,+1-5553334444,203.0.113.193,198.51.100.19,2025-08-20 13:54:44,230,outbound,dropped,SIP,2.5,False,28,China,USA
+86-13987654321,+1-5551234567,203.0.113.174,198.51.100.241,2025-08-20 13:56:41,536,inbound,completed,SIP,4.5,False,33,China,USA
+86-13812345678,+86-13987654321,203.0.113.28,198.51.100.87,2025-08-20 13:57:17,265,outbound,completed,SIP,4.4,False,29,China,China
+1-5556667777,+91-9876543210,203.0.113.39,198.51.100.131,2025-08-20 13:59:57,20,outbound,completed,SIP,3.6,False,7,USA,India
+91-8123456789,+44-7654321098,203.0.113.34,198.51.100.150,2025-08-20 14:00:46,360,outbound,completed,SIP,3.7,False,5,India,UK
+61-412345678,+1-5554445555,203.0.113.125,198.51.100.126,2025-08-20 14:02:16,516,outbound,completed,SIP,3.0,False,28,Australia,USA
+1-5551234567,+86-13987654321,203.0.113.39,198.51.100.112,2025-08-20 14:03:50,238,inbound,failed,SIP,2.4,True,18,USA,China
+1-5551112222,+1-5551234567,203.0.113.90,198.51.100.71,2025-08-20 14:06:08,404,outbound,completed,SIP,4.1,False,11,USA,USA
+44-7987654321,+1-5556667777,203.0.113.66,198.51.100.23,2025-08-20 14:06:47,559,outbound,completed,SIP,4.5,False,10,UK,USA
+61-423456789,+86-13987654321,203.0.113.152,198.51.100.110,2025-08-20 14:07:17,434,inbound,completed,IAX2,4.7,False,23,Australia,China
+1-5551234567,+44-7654321098,203.0.113.176,198.51.100.180,2025-08-20 14:09:14,506,inbound,failed,SIP,1.9,True,20,USA,UK
+1-5556667777,+1-5554445555,203.0.113.166,198.51.100.129,2025-08-20 14:10:01,23,outbound,completed,SIP,3.5,False,9,USA,USA
+91-9988776655,+44-7712345678,203.0.113.153,198.51.100.135,2025-08-20 14:11:37,250,outbound,completed,SIP,4.8,False,9,India,UK
+91-9876543210,+1-5551112222,203.0.113.113,198.51.100.23,2025-08-20 14:14:05,598,inbound,failed,SIP,1.1,True,14,India,USA
+1-5553334444,+44-7987654321,203.0.113.108,198.51.100.85,2025-08-20 14:15:25,383,outbound,failed,SIP,2.0,True,20,USA,UK
+86-13987654321,+44-7987654321,203.0.113.209,198.51.100.168,2025-08-20 14:16:49,518,inbound,completed,SIP,4.7,False,37,China,UK
+1-5554445555,+86-13812345678,203.0.113.167,198.51.100.24,2025-08-20 14:19:31,213,outbound,failed,SIP,2.0,False,8,USA,China
+44-7896541230,+1-5554445555,203.0.113.164,198.51.100.77,2025-08-20 14:21:58,66,inbound,completed,SIP,3.1,False,14,UK,USA
+44-7987654321,+86-13812345678,203.0.113.199,198.51.100.249,2025-08-20 14:22:32,333,outbound,failed,SIP,1.4,False,13,UK,China
+61-423456789,+61-412345678,203.0.113.84,198.51.100.76,2025-08-20 14:25:26,434,outbound,completed,SIP,4.4,False,24,Australia,Australia
+1-5554445555,+1-5559876543,203.0.113.217,198.51.100.163,2025-08-20 14:27:16,338,inbound,dropped,H.323,2.1,False,10,USA,USA
+61-423456789,+61-412345678,203.0.113.253,198.51.100.149,2025-08-20 14:27:46,254,inbound,completed,SIP,4.7,False,25,Australia,Australia
+91-9876543210,+44-7712345678,203.0.113.126,198.51.100.107,2025-08-20 14:29:30,349,outbound,dropped,SIP,1.9,True,15,India,UK
+86-13812345678,+1-5554445555,203.0.113.36,198.51.100.91,2025-08-20 14:30:29,13,inbound,completed,SIP,3.6,False,32,China,USA
+1-5551234567,+91-8123456789,203.0.113.145,198.51.100.119,2025-08-20 14:31:08,488,inbound,failed,H.323,2.2,True,21,USA,India
+61-412345678,+91-9876543210,203.0.113.115,198.51.100.89,2025-08-20 14:33:51,570,inbound,completed,SIP,3.9,False,31,Australia,India
+44-7712345678,+86-13812345678,203.0.113.43,198.51.100.23,2025-08-20 14:36:02,495,inbound,completed,SIP,3.0,False,10,UK,China
+1-5553334444,+61-423456789,203.0.113.248,198.51.100.238,2025-08-20 14:36:53,542,outbound,completed,SIP,4.7,True,21,USA,Australia
+91-9765432109,+86-13987654321,203.0.113.58,198.51.100.76,2025-08-20 14:37:54,435,outbound,completed,SIP,4.7,False,9,India,China
+61-423456789,+91-9012345678,203.0.113.54,198.51.100.184,2025-08-20 14:38:46,18,inbound,completed,H.323,3.2,False,27,Australia,India
+44-7987654321,+91-8899552211,203.0.113.179,198.51.100.180,2025-08-20 14:41:33,42,inbound,completed,IAX2,4.7,False,14,UK,India
+1-5556667777,+86-13812345678,203.0.113.4,198.51.100.57,2025-08-20 14:44:05,467,inbound,completed,SIP,4.8,False,10,USA,China
+44-7896541230,+1-5553334444,203.0.113.57,198.51.100.211,2025-08-20 14:45:25,336,outbound,completed,SIP,5.0,False,15,UK,USA
+86-13987654321,+91-9012345678,203.0.113.21,198.51.100.88,2025-08-20 14:47:12,396,inbound,completed,SIP,4.5,False,39,China,India
+1-5553334444,+91-9123456789,203.0.113.77,198.51.100.98,2025-08-20 14:49:37,394,inbound,failed,H.323,1.5,True,23,USA,India
+44-7987654321,+91-7744112233,203.0.113.226,198.51.100.218,2025-08-20 14:50:53,350,outbound,dropped,SIP,2.2,False,15,UK,India
+91-7744112233,+44-7896541230,203.0.113.2,198.51.100.23,2025-08-20 14:51:42,468,inbound,completed,SIP,3.5,False,9,India,UK
+91-9876543210,+61-412345678,203.0.113.171,198.51.100.13,2025-08-20 14:53:16,526,inbound,completed,SIP,3.3,True,17,India,Australia
+1-5559876543,+91-8899552211,203.0.113.91,198.51.100.16,2025-08-20 14:55:35,242,inbound,completed,SIP,4.2,False,8,USA,India
+91-9012345678,+86-13812345678,203.0.113.39,198.51.100.48,2025-08-20 14:58:18,479,outbound,dropped,SIP,1.6,False,5,India,China
+91-8123456789,+86-13812345678,203.0.113.16,198.51.100.128,2025-08-20 14:58:59,331,outbound,completed,SIP,3.4,False,7,India,China
+86-13987654321,+61-423456789,203.0.113.164,198.51.100.220,2025-08-20 15:00:05,177,inbound,completed,SIP,3.5,False,40,China,Australia
+1-5551234567,+44-7654321098,203.0.113.26,198.51.100.227,2025-08-20 15:01:03,155,inbound,completed,SIP,4.1,True,22,USA,UK
+1-5551234567,+44-7896541230,203.0.113.64,198.51.100.51,2025-08-20 15:01:36,154,inbound,completed,SIP,4.3,True,23,USA,UK
+86-13812345678,+91-7744112233,203.0.113.184,198.51.100.69,2025-08-20 15:02:43,550,outbound,completed,IAX2,4.6,False,37,China,India
+86-13987654321,+61-412345678,203.0.113.245,198.51.100.95,2025-08-20 15:03:14,432,inbound,completed,SIP,4.9,False,41,China,Australia
+44-7987654321,+44-7896541230,203.0.113.88,198.51.100.59,2025-08-20 15:05:54,201,inbound,completed,SIP,3.6,False,16,UK,UK
+86-13987654321,+1-5559876543,203.0.113.112,198.51.100.231,2025-08-20 15:08:06,422,inbound,completed,H.323,3.0,False,42,China,USA
+91-9123456789,+86-13987654321,203.0.113.21,198.51.100.246,2025-08-20 15:09:19,192,inbound,completed,SIP,4.0,False,8,India,China
+1-5553334444,+44-7654321098,203.0.113.252,198.51.100.192,2025-08-20 15:10:29,119,inbound,failed,SIP,1.2,True,24,USA,UK
+44-7896541230,+86-13987654321,203.0.113.77,198.51.100.157,2025-08-20 15:12:27,251,inbound,completed,SIP,3.4,False,19,UK,China
